participation_id,user_id,hackathon_id,team_id,team_role,registered_at,status
PA00945,U0395,H020,,,2026-01-29,no_show
PA00946,U0412,H020,T0288,Mobile,2026-01-22,attended
PA00947,U0420,H020,T0292,Backend,2026-02-06,attended
PA00948,U0434,H020,T0290,Data,2026-02-09,attended
PA00949,U0435,H020,T0290,Design,2026-01-30,attended
PA00950,U0443,H020,T0285,Backend,2026-02-08,attended
PA00951,U0444,H020,T0292,Frontend,2026-01-20,attended
PA00952,U0468,H020,T0296,Design,2026-01-25,attended
PA00953,U0487,H020,T0291,Product,2026-01-14,attended
PA00954,U0512,H020,,,2026-02-11,no_show
PA00955,U0536,H020,T0289,Data,2026-01-25,attended
PA00956,U0545,H020,T0285,DevOps,2026-01-09,attended
PA00957,U0555,H020,T0282,Member,2026-01-18,attended
PA00958,U0565,H020,T0297,Member,2026-01-16,attended
PA00959,U0582,H020,,,2026-02-12,no_show
PA00960,U0585,H020,,,2026-02-03,no_show
PA00961,U0598,H020,T0291,Product,2026-02-09,attended
PA00962,U0619,H020,,,2026-01-21,no_show
PA00963,U0629,H020,,,2026-02-02,no_show
PA00964,U0001,H021,T0299,Data,2026-03-14,attended
PA00965,U0003,H021,T0308,Lead,2026-03-03,attended
PA00966,U0013,H021,T0299,Data,2026-02-25,attended
PA00967,U0053,H021,T0309,Mobile,2026-03-02,attended
PA00968,U0069,H021,T0306,Member,2026-03-06,attended
PA00969,U0096,H021,T0308,Backend,2026-03-01,attended
PA00970,U0097,H021,T0311,ML/AI,2026-03-31,attended
PA00971,U0111,H021,T0304,Data,2026-03-01,attended
PA00972,U0112,H021,T0310,ML/AI,2026-02-26,attended
PA00973,U0118,H021,T0300,Lead,2026-03-22,attended
PA00974,U0119,H021,T0302,Mobile,2026-02-25,attended
PA00975,U0128,H021,T0303,DevOps,2026-03-09,attended
PA00976,U0149,H021,,,2026-03-27,no_show
PA00977,U0169,H021,T0310,Lead,2026-03-08,attended
PA00978,U0172,H021,T0307,DevOps,2026-03-06,attended
PA00979,U0205,H021,T0306,Design,2026-03-29,attended
PA00980,U0208,H021,,,2026-03-01,no_show
PA00981,U0227,H021,T0303,Backend,2026-02-24,attended
PA00982,U0259,H021,T0304,Product,2026-03-15,attended
PA00983,U0268,H021,T0307,Frontend,2026-03-22,attended
PA00984,U0272,H021,T0299,Frontend,2026-03-16,attended
PA00985,U0273,H021,T0307,Backend,2026-03-12,attended
PA00986,U0290,H021,T0311,Data,2026-03-19,attended
PA00987,U0303,H021,T0305,Backend,2026-03-20,attended
PA00988,U0325,H021,T0301,DevOps,2026-03-04,attended
PA00989,U0326,H021,,,2026-03-09,no_show
PA00990,U0343,H021,T0304,Backend,2026-03-13,attended
PA00991,U0346,H021,T0311,Mobile,2026-03-24,attended
PA00992,U0367,H021,T0303,Data,2026-03-24,attended
PA00993,U0417,H021,T0302,Lead,2026-03-27,attended
PA00994,U0436,H021,T0309,Member,2026-03-27,attended
PA00995,U0450,H021,T0300,Data,2026-03-05,attended
PA00996,U0456,H021,T0303,Frontend,2026-03-09,attended
PA00997,U0495,H021,T0311,Data,2026-03-10,attended
PA00998,U0524,H021,T0308,Frontend,2026-03-11,attended
PA00999,U0536,H021,,,2026-03-19,no_show
PA01000,U0566,H021,T0305,Design,2026-03-03,attended
PA01001,U0585,H021,T0310,Frontend,2026-03-10,attended
PA01002,U0593,H021,T0301,Backend,2026-03-01,attended
PA01003,U0599,H021,T0300,ML/AI,2026-03-26,attended
PA01004,U0601,H021,T0301,Member,2026-03-31,attended
PA01005,U0616,H021,T0305,DevOps,2026-03-12,attended
PA01006,U0625,H021,T0299,Lead,2026-03-15,attended
PA01007,U0007,H022,T0322,ML/AI,2026-04-18,attended
PA01008,U0009,H022,T0323,Lead,2026-04-24,attended
PA01009,U0010,H022,T0321,Frontend,2026-04-23,attended
PA01010,U0014,H022,T0329,ML/AI,2026-04-20,attended
PA01011,U0020,H022,T0317,Product,2026-04-12,attended
PA01012,U0026,H022,T0328,Member,2026-05-03,attended
PA01013,U0047,H022,T0325,Backend,2026-05-06,attended
PA01014,U0058,H022,T0314,Lead,2026-04-25,attended
PA01015,U0059,H022,T0312,Frontend,2026-04-15,attended
PA01016,U0061,H022,T0322,Product,2026-04-21,attended
PA01017,U0066,H022,T0314,Frontend,2026-05-03,attended
PA01018,U0079,H022,T0317,Frontend,2026-05-06,attended
PA01019,U0085,H022,T0323,Backend,2026-04-15,attended
PA01020,U0091,H022,T0326,Design,2026-04-15,attended
PA01021,U0109,H022,T0317,Backend,2026-04-18,attended
PA01022,U0113,H022,T0313,Product,2026-04-26,attended
PA01023,U0118,H022,T0326,Lead,2026-05-07,attended
PA01024,U0143,H022,T0320,Mobile,2026-05-11,attended
PA01025,U0169,H022,T0316,Lead,2026-05-06,attended
PA01026,U0170,H022,T0331,Product,2026-04-26,attended
PA01027,U0194,H022,,,2026-04-13,no_show
PA01028,U0206,H022,T0324,Mobile,2026-05-18,attended
PA01029,U0253,H022,T0329,Frontend,2026-05-05,attended
PA01030,U0258,H022,T0325,Data,2026-04-18,attended
PA01031,U0295,H022,T0325,Frontend,2026-04-25,attended
PA01032,U0303,H022,T0321,Backend,2026-05-03,attended
PA01033,U0311,H022,T0312,Lead,2026-05-12,attended
PA01034,U0327,H022,T0315,Product,2026-04-20,attended
PA01035,U0342,H022,,,2026-05-03,no_show
PA01036,U0364,H022,T0328,Lead,2026-05-14,attended
PA01037,U0398,H022,T0328,Member,2026-04-27,attended
PA01038,U0404,H022,T0323,Frontend,2026-05-03,attended
PA01039,U0418,H022,T0324,DevOps,2026-05-01,attended
PA01040,U0423,H022,T0322,Backend,2026-04-24,attended
PA01041,U0425,H022,T0312,Backend,2026-05-12,attended
PA01042,U0431,H022,T0331,ML/AI,2026-04-15,attended
PA01043,U0434,H022,T0320,Data,2026-05-04,attended
PA01044,U0436,H022,T0318,Lead,2026-04-20,attended
PA01045,U0441,H022,T0321,Frontend,2026-04-13,attended
PA01046,U0463,H022,,,2026-04-26,no_show
PA01047,U0468,H022,T0327,Backend,2026-05-09,attended
PA01048,U0481,H022,T0329,Mobile,2026-05-11,attended
PA01049,U0490,H022,,,2026-05-17,no_show
PA01050,U0512,H022,T0313,Frontend,2026-04-26,attended
PA01051,U0531,H022,T0316,Data,2026-04-29,attended
PA01052,U0536,H022,T0315,Data,2026-04-13,attended
PA01053,U0539,H022,T0330,Mobile,2026-04-13,attended
PA01054,U0542,H022,T0327,Backend,2026-04-27,attended
PA01055,U0553,H022,T0326,ML/AI,2026-05-06,attended
PA01056,U0571,H022,T0314,DevOps,2026-05-04,attended
PA01057,U0603,H022,T0327,Product,2026-05-18,attended
PA01058,U0605,H022,T0313,Lead,2026-05-09,attended
PA01059,U0607,H022,T0330,DevOps,2026-04-20,attended
PA01060,U0632,H022,T0319,ML/AI,2026-05-18,attended
PA01061,U0006,H023,T0342,Frontend,2026-05-24,attended
PA01062,U0011,H023,,,2026-06-02,no_show
PA01063,U0012,H023,T0334,Backend,2026-06-17,attended
PA01064,U0013,H023,T0340,Data,2026-06-04,attended
PA01065,U0059,H023,T0333,Mobile,2026-06-01,attended
PA01066,U0061,H023,T0341,Product,2026-06-07,attended
PA01067,U0079,H023,T0343,Frontend,2026-06-10,attended
PA01068,U0085,H023,,,2026-06-26,no_show
PA01069,U0103,H023,T0344,Data,2026-06-23,attended
PA01070,U0114,H023,T0343,ML/AI,2026-05-24,attended
PA01071,U0148,H023,T0335,Mobile,2026-06-24,attended
PA01072,U0150,H023,,,2026-06-06,no_show
PA01073,U0153,H023,,,2026-06-25,no_show
PA01074,U0157,H023,T0333,Lead,2026-06-28,attended
PA01075,U0163,H023,T0339,DevOps,2026-05-31,attended
PA01076,U0179,H023,T0337,Data,2026-06-13,attended
PA01077,U0201,H023,T0335,Frontend,2026-05-30,attended
PA01078,U0210,H023,T0341,Member,2026-06-24,attended
PA01079,U0259,H023,T0340,Product,2026-06-16,attended
PA01080,U0277,H023,,,2026-06-07,no_show
PA01081,U0280,H023,T0338,Member,2026-06-04,attended
PA01082,U0308,H023,T0344,DevOps,2026-06-09,attended
PA01083,U0321,H023,T0332,Member,2026-05-28,attended
PA01084,U0327,H023,T0344,Lead,2026-06-26,attended
PA01085,U0347,H023,T0342,Frontend,2026-05-26,attended
PA01086,U0350,H023,T0332,Mobile,2026-06-27,attended
PA01087,U0378,H023,T0332,Backend,2026-06-05,attended
PA01088,U0385,H023,T0343,Mobile,2026-05-24,attended
PA01089,U0401,H023,T0341,Lead,2026-06-13,attended
PA01090,U0416,H023,T0334,Lead,2026-06-08,attended
PA01091,U0420,H023,T0340,Backend,2026-06-27,attended
PA01092,U0442,H023,T0341,Member,2026-06-09,attended
PA01093,U0458,H023,T0335,Backend,2026-06-05,attended
PA01094,U0488,H023,T0343,ML/AI,2026-06-15,attended
PA01095,U0494,H023,T0336,Frontend,2026-05-23,attended
PA01096,U0504,H023,T0339,Product,2026-06-09,attended
PA01097,U0513,H023,T0340,Member,2026-06-23,attended
PA01098,U0532,H023,,,2026-06-15,no_show
PA01099,U0539,H023,T0336,Member,2026-06-18,attended
PA01100,U0545,H023,T0332,DevOps,2026-06-07,attended
PA01101,U0555,H023,T0344,Frontend,2026-05-30,attended
PA01102,U0566,H023,T0336,Product,2026-06-28,attended
PA01103,U0574,H023,T0334,ML/AI,2026-06-07,attended
PA01104,U0618,H023,T0337,Member,2026-06-03,attended
PA01105,U0627,H023,T0333,Product,2026-06-08,attended
PA01106,U0001,H024,T0348,ML/AI,2026-08-05,attended
PA01107,U0007,H024,T0352,ML/AI,2026-07-24,attended
PA01108,U0009,H024,T0347,Lead,2026-07-05,attended
PA01109,U0014,H024,T0349,ML/AI,2026-07-10,attended
PA01110,U0043,H024,,,2026-07-26,no_show
PA01111,U0075,H024,T0352,Frontend,2026-07-02,attended
PA01112,U0118,H024,T0346,Lead,2026-07-17,attended
PA01113,U0145,H024,T0351,Mobile,2026-07-19,attended
PA01114,U0159,H024,T0346,Backend,2026-07-07,attended
PA01115,U0175,H024,,,2026-08-04,no_show
PA01116,U0214,H024,,,2026-07-13,no_show
PA01117,U0291,H024,T0349,ML/AI,2026-07-12,attended
PA01118,U0327,H024,T0347,Product,2026-07-03,attended
PA01119,U0358,H024,T0347,ML/AI,2026-07-28,attended
PA01120,U0371,H024,T0345,ML/AI,2026-07-15,attended
PA01121,U0374,H024,T0352,Lead,2026-07-14,attended
PA01122,U0382,H024,T0345,Backend,2026-07-31,attended
PA01123,U0400,H024,T0349,Mobile,2026-07-12,attended
PA01124,U0405,H024,T0351,Frontend,2026-07-04,attended
PA01125,U0416,H024,T0350,ML/AI,2026-07-07,attended
PA01126,U0417,H024,T0349,Data,2026-08-01,attended
PA01127,U0430,H024,T0345,Design,2026-07-08,attended
PA01128,U0436,H024,T0350,Member,2026-07-03,attended
PA01129,U0458,H024,,,2026-07-06,no_show
PA01130,U0474,H024,T0348,Design,2026-07-12,attended
PA01131,U0488,H024,T0351,Design,2026-07-12,attended
PA01132,U0513,H024,T0347,Member,2026-07-15,attended
PA01133,U0555,H024,T0352,Member,2026-07-06,attended
PA01134,U0565,H024,T0351,Member,2026-07-25,attended
PA01135,U0581,H024,,,2026-07-10,no_show
PA01136,U0585,H024,T0350,Frontend,2026-07-21,attended
PA01137,U0599,H024,T0346,ML/AI,2026-07-10,attended
PA01138,U0616,H024,,,2026-07-22,no_show
PA01139,U0639,H024,T0345,Backend,2026-08-05,attended
