interaction_id,user_id,hackathon_id,type,timestamp,text
I01643,U0287,H011,question,2025-02-10T23:01:21,"How long do we get for the demo, including questions?"
I01644,U0287,H011,question,2025-02-05T10:34:43,What is the best way to handle auth for a demo that has to work offline?
I01645,U0287,H011,discord_message,2025-02-20T16:59:04,can someone take screenshots for the submission while i fix the deploy
I01646,U0288,H013,question,2025-05-13T14:00:21,Can one person be on two teams for different tracks?
I01647,U0288,H013,comment,2025-05-02T15:52:33,"Judging felt fair this time, the rubric being published in advance helped a lot."
I01648,U0288,H013,comment,2025-05-21T09:51:41,Anyone have a spare USB-C charger? Ours walked off.
I01649,U0289,,question,2026-08-08T23:26:16,Is the dataset they provided allowed to be augmented with external data?
I01650,U0290,H021,question,2026-03-24T11:18:52,Do judges want to see the code or just the running product?
I01651,U0290,H005,comment,2024-07-03T12:42:33,The mentor feedback on scoping was the single most useful thing this weekend.
I01652,U0290,H005,answered_question,2024-06-22T14:15:13,"For offline auth just stub it and say so, nobody marks you down for that."
I01653,U0290,H021,question,2026-04-05T16:32:56,Are we expected to present on the main stage or at our table?
I01654,U0290,H021,question,2026-04-18T20:37:00,"What counts as ""using"" the sponsor tech for the prize track?"
I01655,U0290,,comment,2025-07-09T14:59:11,"The graph database workshop was much better than I expected, worth the hour."
I01656,U0290,H021,question,2026-04-07T14:58:11,What happens if our deployment goes down during judging?
I01657,U0291,H024,profile_update,2026-07-25T13:51:15,
I01658,U0291,H024,workshop_attended,2026-07-29T18:46:58,
I01659,U0291,H024,discord_message,2026-08-16T14:07:39,can someone take screenshots for the submission while i fix the deploy
I01660,U0293,H020,comment,2026-02-12T11:38:47,Finally got the deployment working. The build was failing because of a Node version mismatch.
I01661,U0293,H020,discord_message,2026-02-16T23:27:51,"the api key rotated, new one is in the env file on the shared drive"
I01662,U0293,,comment,2026-01-02T10:47:26,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I01663,U0293,,profile_update,2026-01-05T11:10:59,
I01664,U0294,,comment,2025-12-15T16:29:32,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I01665,U0295,H005,question,2024-07-03T23:31:10,Is model fine-tuning allowed or is it inference only?
I01666,U0295,H022,comment,2026-05-28T22:30:14,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I01667,U0295,,comment,2026-02-28T23:20:48,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I01668,U0295,H005,question,2024-06-24T17:47:52,"What counts as ""using"" the sponsor tech for the prize track?"
I01669,U0295,,comment,2026-07-16T15:39:00,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01670,U0295,H005,discord_message,2024-06-12T20:41:31,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I01671,U0295,H005,comment,2024-06-14T08:38:23,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I01672,U0295,H005,question,2024-06-28T10:49:35,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I01673,U0296,H017,question,2025-09-24T10:34:44,What is the best way to handle auth for a demo that has to work offline?
I01674,U0296,H017,discord_message,2025-10-10T15:06:39,can someone take screenshots for the submission while i fix the deploy
I01675,U0296,,profile_update,2026-08-30T20:04:12,
I01676,U0297,H008,discord_message,2024-10-21T08:08:51,"last commit before freeze, do not push anything after this"
I01677,U0297,H008,comment,2024-10-27T14:17:55,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I01678,U0297,,answered_question,2025-12-14T10:44:03,You get three minutes plus two for questions. They are strict about it.
I01679,U0297,,comment,2025-05-24T09:48:50,Finally got the deployment working. The build was failing because of a Node version mismatch.
I01680,U0297,H008,comment,2024-10-20T10:44:05,Third hackathon here and the organisation keeps getting better.
I01681,U0298,,comment,2025-10-07T10:00:13,The mentor feedback on scoping was the single most useful thing this weekend.
I01682,U0298,H009,question,2024-12-17T15:15:32,Are teams allowed to be four people or is three the cap this time?
I01683,U0298,H009,comment,2024-12-11T19:35:39,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I01684,U0298,H009,question,2024-12-06T22:57:19,Can one person be on two teams for different tracks?
I01685,U0299,H007,comment,2024-09-25T14:23:08,"Our team is two people short, DM me if you want to join a GenAI track build."
I01686,U0299,,question,2024-11-27T08:48:57,What happens if our deployment goes down during judging?
I01687,U0301,,comment,2026-08-07T14:52:47,Finally got the deployment working. The build was failing because of a Node version mismatch.
I01688,U0301,,question,2026-07-23T18:57:45,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I01689,U0302,H011,answered_question,2025-02-04T08:11:14,You can augment the dataset as long as you declare the extra sources.
I01690,U0302,H011,answered_question,2025-02-07T11:25:40,"Free tier handles that node count fine, but create your indexes before bulk loading."
I01691,U0302,H011,workshop_attended,2025-02-01T09:49:54,
I01692,U0302,H011,question,2025-02-09T10:45:47,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I01693,U0302,H011,workshop_attended,2025-03-01T22:10:59,
I01694,U0303,,workshop_attended,2024-06-28T16:49:24,
I01695,U0303,,question,2024-12-15T14:17:48,"How long do we get for the demo, including questions?"
I01696,U0303,,question,2025-11-15T23:24:13,Is model fine-tuning allowed or is it inference only?
I01697,U0303,H022,answered_question,2026-05-16T16:29:48,"You can be on two teams but you can only win once, which they enforce."
I01698,U0303,H021,discord_message,2026-03-25T08:17:14,"found the bug, it was a timezone thing in the date parsing"
I01699,U0303,H007,workshop_attended,2024-09-22T10:08:01,
I01700,U0303,H007,question,2024-09-09T16:24:24,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I01701,U0303,,discord_message,2024-12-31T15:14:59,"pushing the fix now, pull before you touch the retrieval service"
I01702,U0303,H017,profile_update,2025-10-11T19:32:08,
I01703,U0303,H007,comment,2024-09-15T18:31:17,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01704,U0303,H021,discord_message,2026-04-11T21:40:13,"the api key rotated, new one is in the env file on the shared drive"
I01705,U0303,H017,answered_question,2025-10-18T14:01:59,"If your deployment dies they will let you show a recording, but tell them beforehand."
I01706,U0303,H022,answered_question,2026-06-02T09:19:18,The writeup template is linked in the pinned message on the announcements channel.
I01707,U0303,,answered_question,2025-11-05T23:21:22,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I01708,U0303,H007,discord_message,2024-09-14T16:41:17,"the api key rotated, new one is in the env file on the shared drive"
I01709,U0303,,answered_question,2026-07-21T19:15:40,"The cap is four this time, it changed from last edition."
I01710,U0303,H017,workshop_attended,2025-09-26T21:18:50,
I01711,U0303,,discord_message,2024-09-08T22:45:13,anyone awake? stuck on a merge conflict in the schema file
I01712,U0303,,comment,2025-10-15T20:37:31,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I01713,U0303,H001,discord_message,2024-01-12T21:19:06,anyone awake? stuck on a merge conflict in the schema file
I01714,U0303,H021,discord_message,2026-03-28T15:29:48,"going to sleep for 90 minutes, ping me if the build breaks"
I01715,U0303,H021,comment,2026-04-11T20:01:38,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01716,U0303,H008,discord_message,2024-10-15T18:10:01,"we are cutting the matchmaking feature, no time"
I01717,U0303,,workshop_attended,2026-09-15T12:04:39,
I01718,U0303,H013,discord_message,2025-05-18T13:23:38,"moving our table to near the power outlets, we are at 22 now"
I01719,U0303,H017,discord_message,2025-10-12T13:23:14,"demo script is in the shared doc, please read it before we rehearse"
I01720,U0303,,comment,2026-03-01T12:51:46,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01721,U0306,H006,comment,2024-07-26T23:37:19,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01722,U0306,,discord_message,2025-10-13T20:57:15,"found the bug, it was a timezone thing in the date parsing"
I01723,U0306,H006,profile_update,2024-08-11T13:58:47,
I01724,U0306,,discord_message,2025-08-24T14:27:31,"demo script is in the shared doc, please read it before we rehearse"
I01725,U0306,H018,question,2025-11-19T09:47:11,Is the dataset they provided allowed to be augmented with external data?
I01726,U0306,H011,workshop_attended,2025-02-05T12:12:56,
I01727,U0308,H023,answered_question,2026-06-23T21:22:43,You can augment the dataset as long as you declare the extra sources.
I01728,U0308,H023,question,2026-07-09T21:19:36,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I01729,U0308,H023,answered_question,2026-06-26T22:40:25,Fine-tuning is allowed. Two teams did it last year.
I01730,U0308,H023,comment,2026-07-15T08:37:02,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I01731,U0308,,comment,2026-08-01T15:45:27,Third hackathon here and the organisation keeps getting better.
I01732,U0308,H023,discord_message,2026-06-24T17:51:03,"last commit before freeze, do not push anything after this"
I01733,U0309,,question,2026-05-13T19:14:14,Is model fine-tuning allowed or is it inference only?
I01734,U0309,H013,discord_message,2025-05-09T08:53:55,"the api key rotated, new one is in the env file on the shared drive"
I01735,U0309,H013,discord_message,2025-05-14T17:13:13,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I01736,U0309,H013,workshop_attended,2025-05-03T08:05:42,
I01737,U0309,H013,answered_question,2025-04-26T19:28:14,"Use a hotspot for the demo, the venue wifi drops under load every year."
I01738,U0310,H020,answered_question,2026-02-14T23:21:05,"If your deployment dies they will let you show a recording, but tell them beforehand."
I01739,U0310,H020,comment,2026-02-08T13:05:39,"The graph database workshop was much better than I expected, worth the hour."
I01740,U0310,,answered_question,2026-09-01T19:12:19,You get three minutes plus two for questions. They are strict about it.
I01741,U0310,H020,answered_question,2026-02-11T23:32:17,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I01742,U0310,H020,workshop_attended,2026-02-20T14:55:01,
I01743,U0310,H020,answered_question,2026-02-24T17:04:49,Rate limit is 60 requests per minute per key. Batch your calls.
I01744,U0311,H022,comment,2026-05-31T12:18:34,Really liked that the results were announced with the score breakdown.
I01745,U0311,,answered_question,2026-09-15T15:30:44,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I01746,U0311,H022,workshop_attended,2026-06-03T15:28:53,
I01747,U0311,,answered_question,2026-08-15T14:05:21,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I01748,U0311,H022,answered_question,2026-05-25T17:50:23,"Free tier handles that node count fine, but create your indexes before bulk loading."
I01749,U0312,,question,2026-05-07T15:58:43,Is model fine-tuning allowed or is it inference only?
I01750,U0312,,profile_update,2025-09-06T23:02:33,
I01751,U0313,H003,answered_question,2024-04-20T23:48:07,"Use a hotspot for the demo, the venue wifi drops under load every year."
I01752,U0313,H010,question,2025-01-05T14:50:45,Is model fine-tuning allowed or is it inference only?
I01753,U0313,H010,discord_message,2025-01-10T14:31:05,"moving our table to near the power outlets, we are at 22 now"
I01754,U0313,,comment,2024-02-19T10:06:53,"The graph database workshop was much better than I expected, worth the hour."
I01755,U0313,H010,discord_message,2025-01-14T21:25:57,"pushing the fix now, pull before you touch the retrieval service"
I01756,U0313,H003,discord_message,2024-04-17T19:19:26,"moving our table to near the power outlets, we are at 22 now"
I01757,U0314,,comment,2026-08-17T09:08:33,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I01758,U0314,H012,discord_message,2025-03-29T10:57:33,"last commit before freeze, do not push anything after this"
I01759,U0314,H016,comment,2025-09-06T21:40:55,Does the sponsor prize require using their hosted version or is self-hosted fine?
I01760,U0314,H012,profile_update,2025-03-25T13:49:53,
I01761,U0314,H012,profile_update,2025-03-21T09:20:12,
I01762,U0315,,question,2025-12-30T09:28:01,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I01763,U0315,,workshop_attended,2024-11-16T08:35:40,
I01764,U0315,H010,comment,2025-01-02T09:09:26,Anyone have a spare USB-C charger? Ours walked off.
I01765,U0315,,discord_message,2025-02-22T08:16:25,"last commit before freeze, do not push anything after this"
I01766,U0315,,discord_message,2025-07-16T14:46:48,"moving our table to near the power outlets, we are at 22 now"
I01767,U0317,,comment,2025-02-15T18:47:06,"Our demo broke live and we still placed, so do not panic if yours does."
I01768,U0317,,comment,2026-01-14T23:28:53,Third hackathon here and the organisation keeps getting better.
I01769,U0317,,discord_message,2026-01-04T14:18:30,"demo script is in the shared doc, please read it before we rehearse"
I01770,U0317,H007,answered_question,2024-08-31T09:07:49,"If your deployment dies they will let you show a recording, but tell them beforehand."
I01771,U0317,H007,comment,2024-09-03T14:54:30,Finally got the deployment working. The build was failing because of a Node version mismatch.
I01772,U0317,H017,comment,2025-09-20T23:05:34,Really liked that the results were announced with the score breakdown.
I01773,U0317,H007,workshop_attended,2024-09-11T21:35:58,
I01774,U0318,H013,question,2025-05-03T10:28:27,What happens if our deployment goes down during judging?
I01775,U0318,H013,discord_message,2025-05-16T09:08:29,"the api key rotated, new one is in the env file on the shared drive"
I01776,U0318,H013,comment,2025-05-07T09:25:40,The mentor feedback on scoping was the single most useful thing this weekend.
I01777,U0318,H013,discord_message,2025-05-09T20:53:49,"going to sleep for 90 minutes, ping me if the build breaks"
I01778,U0318,H013,discord_message,2025-05-16T16:16:27,"found the bug, it was a timezone thing in the date parsing"
I01779,U0319,,comment,2026-05-18T18:12:02,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I01780,U0319,,discord_message,2025-08-28T11:34:58,"last commit before freeze, do not push anything after this"
I01781,U0321,H013,comment,2025-05-11T19:29:18,"Judging felt fair this time, the rubric being published in advance helped a lot."
I01782,U0321,H023,discord_message,2026-07-02T16:04:20,can someone take screenshots for the submission while i fix the deploy
I01783,U0321,,answered_question,2026-09-09T21:08:03,"For offline auth just stub it and say so, nobody marks you down for that."
I01784,U0321,,workshop_attended,2025-11-06T11:00:46,
I01785,U0321,H023,comment,2026-07-02T16:52:14,"The graph database workshop was much better than I expected, worth the hour."
I01786,U0321,H013,comment,2025-05-10T23:49:30,"Judging felt fair this time, the rubric being published in advance helped a lot."
I01787,U0321,H013,answered_question,2025-05-16T23:54:17,You get three minutes plus two for questions. They are strict about it.
I01788,U0321,H013,discord_message,2025-05-22T18:38:25,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I01789,U0321,,discord_message,2025-07-18T09:15:04,"found the bug, it was a timezone thing in the date parsing"
I01790,U0322,H016,comment,2025-08-17T20:29:42,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I01791,U0322,,answered_question,2025-09-12T16:52:57,Fine-tuning is allowed. Two teams did it last year.
I01792,U0322,H016,answered_question,2025-09-10T13:06:26,"You can be on two teams but you can only win once, which they enforce."
I01793,U0323,,question,2025-07-13T17:07:16,"What counts as ""using"" the sponsor tech for the prize track?"
I01794,U0323,H014,comment,2025-06-20T18:35:29,Finally got the deployment working. The build was failing because of a Node version mismatch.
I01795,U0323,H014,discord_message,2025-06-18T10:23:57,"moving our table to near the power outlets, we are at 22 now"
I01796,U0323,,question,2026-02-01T10:19:18,Is model fine-tuning allowed or is it inference only?
I01797,U0323,H009,discord_message,2024-12-10T10:58:07,can someone take screenshots for the submission while i fix the deploy
I01798,U0323,H002,question,2024-03-03T08:50:49,Are teams allowed to be four people or is three the cap this time?
I01799,U0323,H002,question,2024-02-08T18:56:56,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I01800,U0323,H014,question,2025-06-26T16:04:08,What is the best way to handle auth for a demo that has to work offline?
I01801,U0323,,workshop_attended,2025-05-07T23:51:29,
I01802,U0324,H014,workshop_attended,2025-06-13T18:00:46,
I01803,U0324,H014,answered_question,2025-06-10T13:31:29,"Free tier handles that node count fine, but create your indexes before bulk loading."
I01804,U0324,H014,question,2025-06-01T20:45:35,"What counts as ""using"" the sponsor tech for the prize track?"
I01805,U0324,H014,profile_update,2025-06-09T11:16:41,
I01806,U0325,H019,comment,2026-01-09T10:46:11,Third hackathon here and the organisation keeps getting better.
I01807,U0325,H011,answered_question,2025-02-15T12:26:15,You can augment the dataset as long as you declare the extra sources.
I01808,U0325,,question,2026-08-02T19:13:58,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I01809,U0325,H011,profile_update,2025-02-10T13:29:17,
I01810,U0325,H011,answered_question,2025-02-26T14:26:20,"If your deployment dies they will let you show a recording, but tell them beforehand."
I01811,U0325,,comment,2025-05-18T15:13:36,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I01812,U0325,H021,profile_update,2026-03-22T13:49:16,
I01813,U0325,H011,profile_update,2025-02-23T17:09:14,
I01814,U0325,H021,question,2026-03-26T11:24:02,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I01815,U0325,,comment,2025-11-30T23:37:26,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I01816,U0326,H009,comment,2024-12-11T22:31:50,Anyone have a spare USB-C charger? Ours walked off.
I01817,U0326,H021,workshop_attended,2026-04-01T23:26:57,
I01818,U0326,,comment,2025-10-12T12:56:28,Really liked that the results were announced with the score breakdown.
I01819,U0326,H021,discord_message,2026-03-28T22:45:14,"the api key rotated, new one is in the env file on the shared drive"
I01820,U0326,H009,workshop_attended,2024-12-17T12:39:32,
I01821,U0326,H009,question,2024-12-14T14:47:03,Are teams allowed to be four people or is three the cap this time?
I01822,U0326,H009,discord_message,2024-12-11T20:56:26,"the api key rotated, new one is in the env file on the shared drive"
I01823,U0327,H002,comment,2024-02-14T23:38:33,"Our demo broke live and we still placed, so do not panic if yours does."
I01824,U0327,,comment,2025-04-30T10:51:21,Anyone have a spare USB-C charger? Ours walked off.
I01825,U0327,H023,question,2026-07-04T17:11:08,What happens if our deployment goes down during judging?
I01826,U0327,,discord_message,2026-07-16T17:54:52,"pushing the fix now, pull before you touch the retrieval service"
I01827,U0327,H023,discord_message,2026-07-03T09:00:16,"demo script is in the shared doc, please read it before we rehearse"
I01828,U0327,,question,2024-05-13T20:18:40,Is there a template for the submission writeup anywhere?
I01829,U0327,H002,discord_message,2024-03-04T11:13:12,"last commit before freeze, do not push anything after this"
I01830,U0327,H022,answered_question,2026-05-29T09:07:54,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I01831,U0327,H016,profile_update,2025-08-21T16:27:20,
I01832,U0327,,profile_update,2025-02-24T10:26:25,
I01833,U0327,,question,2024-09-16T20:28:08,Are we expected to present on the main stage or at our table?
I01834,U0327,H023,comment,2026-07-09T18:54:20,Third hackathon here and the organisation keeps getting better.
I01835,U0327,,question,2024-06-15T08:14:36,Is the dataset they provided allowed to be augmented with external data?
I01836,U0327,H023,discord_message,2026-06-23T09:48:59,"moving our table to near the power outlets, we are at 22 now"
I01837,U0327,,discord_message,2023-12-21T19:48:00,"the api key rotated, new one is in the env file on the shared drive"
I01838,U0327,,question,2025-05-29T23:16:36,"How long do we get for the demo, including questions?"
I01839,U0327,H024,question,2026-08-22T22:58:35,Is there a template for the submission writeup anywhere?
I01840,U0327,H022,comment,2026-05-22T13:33:03,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I01841,U0328,,comment,2026-03-15T15:10:41,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I01842,U0328,,answered_question,2026-06-28T10:48:49,You can augment the dataset as long as you declare the extra sources.
I01843,U0330,,comment,2025-02-13T18:36:25,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I01844,U0330,H009,answered_question,2024-11-29T15:24:46,"The cap is four this time, it changed from last edition."
I01845,U0330,H009,comment,2024-12-05T14:25:14,"Judging felt fair this time, the rubric being published in advance helped a lot."
I01846,U0331,H007,profile_update,2024-09-14T08:56:48,
I01847,U0331,H007,discord_message,2024-09-24T12:10:26,"moving our table to near the power outlets, we are at 22 now"
I01848,U0331,H007,discord_message,2024-09-17T14:00:20,"last commit before freeze, do not push anything after this"
I01849,U0333,H017,question,2025-10-14T20:00:21,Do judges want to see the code or just the running product?
I01850,U0333,H017,discord_message,2025-09-25T20:41:24,"we are cutting the matchmaking feature, no time"
I01851,U0333,H017,workshop_attended,2025-09-29T13:32:21,
I01852,U0333,H012,comment,2025-03-25T15:38:04,Anyone have a spare USB-C charger? Ours walked off.
I01853,U0333,H012,discord_message,2025-03-11T12:58:19,can someone take screenshots for the submission while i fix the deploy
I01854,U0333,,comment,2026-05-05T15:36:56,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I01855,U0333,H012,answered_question,2025-04-02T14:20:36,Fine-tuning is allowed. Two teams did it last year.
I01856,U0333,H012,answered_question,2025-03-23T09:51:22,"The cap is four this time, it changed from last edition."
I01857,U0334,H013,discord_message,2025-04-29T11:54:09,"found the bug, it was a timezone thing in the date parsing"
I01858,U0334,H003,question,2024-04-03T13:58:36,"What counts as ""using"" the sponsor tech for the prize track?"
I01859,U0334,H013,discord_message,2025-05-06T11:46:56,"demo script is in the shared doc, please read it before we rehearse"
I01860,U0334,H013,discord_message,2025-04-27T10:58:32,"moving our table to near the power outlets, we are at 22 now"
I01861,U0334,H013,question,2025-05-01T11:27:18,Is the dataset they provided allowed to be augmented with external data?
I01862,U0334,H013,profile_update,2025-05-22T20:13:22,
I01863,U0334,H013,question,2025-05-14T20:07:42,"What counts as ""using"" the sponsor tech for the prize track?"
I01864,U0335,H002,workshop_attended,2024-02-11T14:49:40,
I01865,U0335,,answered_question,2025-10-01T19:04:34,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I01866,U0335,,question,2025-02-11T17:30:08,"What counts as ""using"" the sponsor tech for the prize track?"
I01867,U0335,,comment,2024-01-24T11:10:20,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I01868,U0336,,question,2024-11-01T22:20:12,Can one person be on two teams for different tracks?
I01869,U0336,H004,question,2024-05-24T23:47:44,Is there a template for the submission writeup anywhere?
I01870,U0336,H004,workshop_attended,2024-05-06T23:19:58,
I01871,U0336,H004,question,2024-06-01T20:49:03,What is the best way to handle auth for a demo that has to work offline?
I01872,U0336,H004,question,2024-05-27T11:25:09,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I01873,U0336,H004,profile_update,2024-05-27T18:19:17,
I01874,U0337,H013,discord_message,2025-05-02T16:16:24,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I01875,U0337,H013,question,2025-05-03T09:08:27,Is there a template for the submission writeup anywhere?
I01876,U0337,,answered_question,2026-08-13T09:13:16,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I01877,U0337,,discord_message,2025-05-22T20:16:00,"last commit before freeze, do not push anything after this"
I01878,U0337,H013,discord_message,2025-05-05T11:43:30,anyone awake? stuck on a merge conflict in the schema file
I01879,U0338,,workshop_attended,2026-01-15T12:23:32,
I01880,U0338,,workshop_attended,2024-12-11T09:05:24,
I01881,U0338,H015,discord_message,2025-07-31T10:43:49,"last commit before freeze, do not push anything after this"
I01882,U0338,H010,comment,2025-01-21T19:19:42,Anyone have a spare USB-C charger? Ours walked off.
I01883,U0338,,comment,2024-03-05T11:32:43,Finally got the deployment working. The build was failing because of a Node version mismatch.
I01884,U0338,H015,profile_update,2025-07-30T15:09:27,
I01885,U0338,H013,question,2025-05-11T09:50:35,"What counts as ""using"" the sponsor tech for the prize track?"
I01886,U0338,H015,workshop_attended,2025-07-14T17:38:39,
I01887,U0338,H016,profile_update,2025-09-10T08:18:56,
I01888,U0339,H012,answered_question,2025-03-29T11:51:51,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I01889,U0339,H002,profile_update,2024-03-07T17:08:57,
I01890,U0339,H012,comment,2025-03-26T11:06:12,Really liked that the results were announced with the score breakdown.
I01891,U0339,H012,discord_message,2025-03-24T14:10:31,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I01892,U0339,H012,comment,2025-03-15T20:30:23,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01893,U0340,,answered_question,2025-09-04T11:24:05,"The cap is four this time, it changed from last edition."
I01894,U0340,,answered_question,2024-05-30T18:21:39,The writeup template is linked in the pinned message on the announcements channel.
I01895,U0342,H018,workshop_attended,2025-11-13T10:08:03,
I01896,U0342,H018,discord_message,2025-11-12T22:04:00,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I01897,U0342,H022,question,2026-06-01T12:50:01,What happens if our deployment goes down during judging?
I01898,U0342,H022,question,2026-05-10T08:34:40,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I01899,U0343,H021,discord_message,2026-04-18T19:11:17,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I01900,U0343,,discord_message,2026-02-08T11:11:29,"demo script is in the shared doc, please read it before we rehearse"
I01901,U0343,H021,discord_message,2026-04-16T17:37:29,"moving our table to near the power outlets, we are at 22 now"
I01902,U0343,,comment,2026-06-20T11:26:11,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I01903,U0344,H011,answered_question,2025-02-01T15:18:59,"For offline auth just stub it and say so, nobody marks you down for that."
I01904,U0344,H017,discord_message,2025-10-07T09:08:19,"we are cutting the matchmaking feature, no time"
I01905,U0344,,comment,2025-08-04T23:49:05,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I01906,U0344,H011,answered_question,2025-02-22T13:44:42,Rate limit is 60 requests per minute per key. Batch your calls.
I01907,U0344,H017,question,2025-10-01T19:49:22,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I01908,U0344,H017,answered_question,2025-10-12T11:54:07,Fine-tuning is allowed. Two teams did it last year.
I01909,U0344,H017,question,2025-09-25T09:10:10,What happens if our deployment goes down during judging?
I01910,U0344,H017,answered_question,2025-09-30T17:23:25,"Judges look at the running product first, code only if they have doubts."
I01911,U0345,,workshop_attended,2026-09-14T21:19:18,
I01912,U0345,H020,question,2026-02-13T08:26:47,"How long do we get for the demo, including questions?"
I01913,U0345,H013,comment,2025-05-07T15:25:18,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I01914,U0345,H020,comment,2026-02-28T13:57:58,"The graph database workshop was much better than I expected, worth the hour."
I01915,U0345,H020,discord_message,2026-03-01T23:51:14,"moving our table to near the power outlets, we are at 22 now"
I01916,U0345,H020,comment,2026-02-05T19:38:23,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I01917,U0345,H020,question,2026-02-17T20:41:33,What happens if our deployment goes down during judging?
I01918,U0345,H020,comment,2026-02-25T17:31:43,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I01919,U0346,H014,comment,2025-06-02T14:56:12,"Our team is two people short, DM me if you want to join a GenAI track build."
I01920,U0346,,question,2025-04-28T19:52:46,Is there a template for the submission writeup anywhere?
I01921,U0346,H014,question,2025-05-31T08:56:50,"How long do we get for the demo, including questions?"
I01922,U0346,,discord_message,2026-02-03T18:17:06,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I01923,U0346,,answered_question,2025-08-22T12:41:43,The writeup template is linked in the pinned message on the announcements channel.
I01924,U0346,,question,2026-08-25T13:57:47,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I01925,U0346,,question,2026-07-25T13:53:39,"What counts as ""using"" the sponsor tech for the prize track?"
I01926,U0346,H013,profile_update,2025-05-01T18:16:48,
I01927,U0347,H019,question,2026-01-16T16:13:49,Is there a template for the submission writeup anywhere?
I01928,U0347,H001,comment,2024-01-10T10:25:59,Does the sponsor prize require using their hosted version or is self-hosted fine?
I01929,U0347,,profile_update,2024-02-16T09:43:15,
I01930,U0347,H001,answered_question,2024-01-23T08:54:24,"Free tier handles that node count fine, but create your indexes before bulk loading."
I01931,U0347,H019,discord_message,2026-01-10T18:55:01,"moving our table to near the power outlets, we are at 22 now"
I01932,U0347,,discord_message,2024-02-04T15:21:01,can someone take screenshots for the submission while i fix the deploy
I01933,U0347,H019,discord_message,2025-12-26T10:12:58,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I01934,U0349,H005,comment,2024-06-17T14:47:51,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I01935,U0349,H005,discord_message,2024-06-13T12:59:36,"going to sleep for 90 minutes, ping me if the build breaks"
I01936,U0350,,workshop_attended,2026-09-17T23:48:32,
